Date,StudyUID,Number participants,Number bins,Mailbox check interval,Fastest processing time,Slowest processing time,Mean processing time,Number messages received,Total size messages received,Number messages sent,Total size messages sent
Thu Jun 15 18:48:46 GMT 2023,143C11B4,5,10000,10000,20856,22585,22204.8,40,0,40,16733692
Thu Jun 15 18:49:09 GMT 2023,B27126E6,5,10000,10000,20803,22599,22175.4,40,0,40,16732492
Thu Jun 15 18:49:32 GMT 2023,1E060D1B,5,10000,10000,20841,22477,22092.4,40,0,40,16732268
Thu Jun 15 18:49:56 GMT 2023,710166B9,5,10000,10000,20816,22666,22220.4,40,0,40,16727312
Thu Jun 15 18:50:19 GMT 2023,B0A2880F,5,10000,10000,20820,22664,22208.6,40,0,40,16728904
Thu Jun 15 18:50:42 GMT 2023,9E8D2D2F,5,10000,10000,20974,22483,22127.4,40,0,40,16733004
Thu Jun 15 18:51:06 GMT 2023,156D1B6B,5,10000,10000,20752,22704,22253.4,40,0,40,16729388
Thu Jun 15 18:51:29 GMT 2023,B84B4334,5,10000,10000,20879,22493,22132.4,40,0,40,16728528
Thu Jun 15 18:51:52 GMT 2023,3303BCC1,5,10000,10000,20831,22658,22181.2,40,0,40,16734936
Thu Jun 15 18:52:15 GMT 2023,B115010A,5,10000,10000,20830,22641,22194.4,40,0,40,16728692
Thu Jun 15 18:52:28 GMT 2023,99A7C85E,5,10000,5000,10787,12501,12108.0,40,0,40,16731932
Thu Jun 15 18:52:42 GMT 2023,C1410942,5,10000,5000,10859,12729,12258.0,40,0,40,16729692
Thu Jun 15 18:52:55 GMT 2023,7DA00200,5,10000,5000,10720,12632,12196.8,40,0,40,16729192
Thu Jun 15 18:53:08 GMT 2023,789F76B9,5,10000,5000,10727,12575,12159.4,40,0,40,16730248
Thu Jun 15 18:53:22 GMT 2023,571ED710,5,10000,5000,10900,12770,12259.4,40,0,40,16733192
Thu Jun 15 18:53:35 GMT 2023,9404661B,5,10000,5000,10779,12555,12132.0,40,0,40,16732812
Thu Jun 15 18:53:48 GMT 2023,420D81BE,5,10000,5000,10876,12576,12140.6,40,0,40,16726296
Thu Jun 15 18:54:01 GMT 2023,5C016E53,5,10000,5000,10808,12696,12138.8,40,0,40,16729764
Thu Jun 15 18:54:14 GMT 2023,9615B199,5,10000,5000,10792,12654,12206.2,40,0,40,16732532
Thu Jun 15 18:54:28 GMT 2023,1B9253E8,5,10000,5000,10846,12770,12286.4,40,0,40,16726244
Thu Jun 15 18:54:41 GMT 2023,E994D1B4,5,10000,5000,10738,12515,12121.4,40,0,40,16729820
Thu Jun 15 18:54:54 GMT 2023,22F1E57A,5,10000,5000,10671,12479,12046.2,40,0,40,16728384
Thu Jun 15 18:55:07 GMT 2023,9419D470,5,10000,5000,10678,12465,12007.0,40,0,40,16728376
Thu Jun 15 18:55:20 GMT 2023,39097538,5,10000,5000,10839,12635,12244.0,40,0,40,16730320
Thu Jun 15 18:55:34 GMT 2023,44E3DC65,5,10000,5000,10789,12565,12139.4,40,0,40,16731400
Thu Jun 15 18:55:39 GMT 2023,3CBE961E,5,10000,1000,4508,4871,4683.6,40,0,40,16733616
Thu Jun 15 18:55:44 GMT 2023,CFEA68A9,5,10000,1000,4464,4774,4568.2,40,0,40,16727328
Thu Jun 15 18:55:50 GMT 2023,DF042096,5,10000,1000,4303,4790,4443.0,40,0,40,16729404
Thu Jun 15 18:55:54 GMT 2023,E303C6B1,5,10000,1000,3819,4495,4329.6,40,0,40,16732716
Thu Jun 15 18:56:00 GMT 2023,E94C2AFA,5,10000,1000,3804,4492,4290.4,40,0,40,16727832
Thu Jun 15 18:56:05 GMT 2023,812E9ABD,5,10000,1000,3946,4376,4211.0,40,0,40,16733552
Thu Jun 15 18:56:10 GMT 2023,B61DBDDB,5,10000,1000,4355,4831,4515.8,40,0,40,16733712
Thu Jun 15 18:56:16 GMT 2023,3890007B,5,10000,1000,4311,4834,4503.8,40,0,40,16733636
Thu Jun 15 18:56:21 GMT 2023,63AE4EED,5,10000,1000,3785,4582,4399.6,40,0,40,16731884
Thu Jun 15 18:56:26 GMT 2023,A8711E7A,5,10000,1000,3853,4455,4308.6,40,0,40,16732156
Thu Jun 15 18:56:31 GMT 2023,F3E4A498,5,10000,1000,3756,4331,4149.8,40,0,40,16731992
Thu Jun 15 18:56:37 GMT 2023,ED0DD910,5,10000,1000,4283,4860,4525.0,40,0,40,16730264
Thu Jun 15 18:56:42 GMT 2023,4FAF1570,5,10000,1000,4325,4788,4563.2,40,0,40,16736216
Thu Jun 15 18:56:47 GMT 2023,BBF06CA2,5,10000,1000,3813,4423,4265.6,40,0,40,16728540
Thu Jun 15 18:56:52 GMT 2023,3CF151F0,5,10000,1000,3901,4384,4258.0,40,0,40,16731912
Thu Jun 15 18:57:35 GMT 2023,652C8FB8,5,7500,20000,40673,42310,41903.2,40,0,40,12570064
Thu Jun 15 18:58:18 GMT 2023,7DCB8C4A,5,7500,20000,40644,42303,41907.8,40,0,40,12573212
Thu Jun 15 18:59:01 GMT 2023,FD417589,5,7500,20000,40789,42269,41932.8,40,0,40,12570316
Thu Jun 15 18:59:44 GMT 2023,E08C84B7,5,7500,20000,40663,42313,41950.0,40,0,40,12571144
Thu Jun 15 19:00:28 GMT 2023,E21A4A0E,5,7500,20000,40640,42331,41949.8,40,0,40,12569196
Thu Jun 15 19:01:11 GMT 2023,7C448FAE,5,7500,20000,40685,42164,41849.6,40,0,40,12569052
Thu Jun 15 19:01:54 GMT 2023,5C933853,5,7500,20000,40654,42235,41868.6,40,0,40,12570932
Thu Jun 15 19:02:37 GMT 2023,892AB9A5,5,7500,20000,40605,42335,41905.4,40,0,40,12569200
Thu Jun 15 19:03:20 GMT 2023,1E08CDD7,5,7500,20000,40758,42170,41863.0,40,0,40,12565408
Thu Jun 15 19:04:03 GMT 2023,5CD47BE0,5,7500,20000,40649,42264,41874.6,40,0,40,12569352
Thu Jun 15 19:04:47 GMT 2023,3BFB8984,5,7500,20000,40612,42293,41878.0,40,0,40,12571528
Thu Jun 15 19:05:30 GMT 2023,6208D250,5,7500,20000,40740,42270,41900.6,40,0,40,12573452
Thu Jun 15 19:06:13 GMT 2023,49197EF7,5,7500,20000,40569,42253,41845.4,40,0,40,12570888
Thu Jun 15 19:06:56 GMT 2023,E520AB75,5,7500,20000,40661,42262,41924.4,40,0,40,12571440
Thu Jun 15 19:07:39 GMT 2023,9015053D,5,7500,20000,40647,42267,41908.4,40,0,40,12572220
Thu Jun 15 19:08:12 GMT 2023,B2C46E4C,5,7500,15000,30670,32233,31876.4,40,0,40,12568740
Thu Jun 15 19:08:45 GMT 2023,506BD13C,5,7500,15000,30849,32127,31801.0,40,0,40,12565952
Thu Jun 15 19:09:19 GMT 2023,E8B23730,5,7500,15000,30593,32256,31877.0,40,0,40,12572292
Thu Jun 15 19:09:52 GMT 2023,2341C0E6,5,7500,15000,30622,32214,31885.4,40,0,40,12565336
Thu Jun 15 19:10:25 GMT 2023,AE0FE03E,5,7500,15000,30639,32171,31854.4,40,0,40,12569272
Thu Jun 15 19:10:58 GMT 2023,53F175C0,5,7500,15000,30672,32234,31877.4,40,0,40,12571156
Thu Jun 15 19:11:31 GMT 2023,548A5218,5,7500,15000,30647,32224,31819.6,40,0,40,12568372
Thu Jun 15 19:12:04 GMT 2023,73379BB6,5,7500,15000,30640,32296,31910.8,40,0,40,12571776
Thu Jun 15 19:12:38 GMT 2023,564121D3,5,7500,15000,30593,32291,31888.0,40,0,40,12571924
Thu Jun 15 19:13:11 GMT 2023,30243D55,5,7500,15000,30694,32399,32019.4,40,0,40,12571744
Thu Jun 15 19:13:44 GMT 2023,CA18B9C7,5,7500,15000,30801,32275,31946.8,40,0,40,12572180
Thu Jun 15 19:14:17 GMT 2023,8A5FC8C9,5,7500,15000,30679,32350,31937.4,40,0,40,12569176
Thu Jun 15 19:14:50 GMT 2023,5EE338CF,5,7500,15000,30799,32293,31920.4,40,0,40,12575192
Thu Jun 15 19:15:24 GMT 2023,C34C1025,5,7500,15000,30826,32328,31913.6,40,0,40,12573668
Thu Jun 15 19:15:57 GMT 2023,F6E8A562,5,7500,15000,30750,32229,31898.0,40,0,40,12569648
Thu Jun 15 19:16:20 GMT 2023,546C1B3D,5,7500,10000,20634,22339,21908.8,40,0,40,12571884
Thu Jun 15 19:16:43 GMT 2023,7C89D803,5,7500,10000,20626,22289,21922.2,40,0,40,12570620
Thu Jun 15 19:17:06 GMT 2023,C7306BBE,5,7500,10000,20641,22246,21860.0,40,0,40,12572732
Thu Jun 15 19:17:29 GMT 2023,A60749B8,5,7500,10000,20621,22332,21882.0,40,0,40,12570404
Thu Jun 15 19:17:53 GMT 2023,FE0B68F4,5,7500,10000,20806,22314,21942.4,40,0,40,12566416
Thu Jun 15 19:18:16 GMT 2023,CE6E4229,5,7500,10000,20585,22291,21898.6,40,0,40,12572072
Thu Jun 15 19:18:39 GMT 2023,187779A9,5,7500,10000,20625,22245,21867.0,40,0,40,12571172
Thu Jun 15 19:19:02 GMT 2023,B5F433CD,5,7500,10000,20652,22348,21895.6,40,0,40,12568728
Thu Jun 15 19:19:25 GMT 2023,AA39C66F,5,7500,10000,20827,22289,21942.8,40,0,40,12568888
Thu Jun 15 19:19:48 GMT 2023,2DFF4755,5,7500,10000,20669,22242,21879.2,40,0,40,12570216
Thu Jun 15 19:20:11 GMT 2023,8A55C7C3,5,7500,10000,20621,22266,21867.2,40,0,40,12569284
Thu Jun 15 19:20:35 GMT 2023,EAF9F569,5,7500,10000,20811,22283,21892.2,40,0,40,12571856
Thu Jun 15 19:20:58 GMT 2023,8430B332,5,7500,10000,20667,22316,21922.4,40,0,40,12569408
Thu Jun 15 19:21:21 GMT 2023,878FFF33,5,7500,10000,20759,22223,21865.4,40,0,40,12570088
Thu Jun 15 19:21:44 GMT 2023,4566F0B5,5,7500,10000,20655,22202,21856.4,40,0,40,12571508
Thu Jun 15 19:21:57 GMT 2023,E6796470,5,7500,5000,10697,12163,11821.4,40,0,40,12570592
Thu Jun 15 19:22:10 GMT 2023,B6E7E502,5,7500,5000,10681,12297,11916.8,40,0,40,12572616
Thu Jun 15 19:22:24 GMT 2023,235AD5E6,5,7500,5000,10642,12225,11894.2,40,0,40,12571920
Thu Jun 15 19:22:37 GMT 2023,2B92DEDB,5,7500,5000,10664,12348,11900.0,40,0,40,12573352
Thu Jun 15 19:22:50 GMT 2023,377E1E04,5,7500,5000,10620,12192,11840.6,40,0,40,12572504
Thu Jun 15 19:23:03 GMT 2023,ABAB8AFA,5,7500,5000,10674,12328,11953.8,40,0,40,12568792
Thu Jun 15 19:23:16 GMT 2023,C8257850,5,7500,5000,10591,12209,11846.8,40,0,40,12572556
Thu Jun 15 19:23:29 GMT 2023,8E7433A1,5,7500,5000,10608,12259,11855.6,40,0,40,12571652
Thu Jun 15 19:23:43 GMT 2023,AFAAF044,5,7500,5000,10660,12238,11806.2,40,0,40,12567584
Thu Jun 15 19:23:56 GMT 2023,2EB6B3BC,5,7500,5000,10702,12236,11900.4,40,0,40,12569332
Thu Jun 15 19:24:09 GMT 2023,10B2505F,5,7500,5000,10659,12226,11859.0,40,0,40,12569328
Thu Jun 15 19:24:22 GMT 2023,8C61FC51,5,7500,5000,10558,12347,11977.4,40,0,40,12573604
Thu Jun 15 19:24:35 GMT 2023,8CA04821,5,7500,5000,10712,12260,11927.2,40,0,40,12571644
Thu Jun 15 19:24:49 GMT 2023,9AF8D50E,5,7500,5000,10781,12379,11947.6,40,0,40,12569112
Thu Jun 15 19:25:02 GMT 2023,97408EA4,5,7500,5000,10653,12236,11876.0,40,0,40,12568804
Thu Jun 15 19:25:07 GMT 2023,EC0534B8,5,7500,1000,3661,4309,4114.4,40,0,40,12570220
Thu Jun 15 19:25:12 GMT 2023,C6DFE3BC,5,7500,1000,3704,4214,4077.2,40,0,40,12572420
Thu Jun 15 19:25:17 GMT 2023,9DC0BCD8,5,7500,1000,3651,4345,4083.6,40,0,40,12569920
Thu Jun 15 19:25:22 GMT 2023,93AC9A97,5,7500,1000,3647,4200,4043.8,40,0,40,12571564
Thu Jun 15 19:25:27 GMT 2023,10DAF25A,5,7500,1000,3855,4244,4132.6,40,0,40,12568580
Thu Jun 15 19:25:33 GMT 2023,47C799AC,5,7500,1000,3710,4303,4153.6,40,0,40,12571152
Thu Jun 15 19:25:38 GMT 2023,B090DE75,5,7500,1000,3744,4163,4002.8,40,0,40,12567424
Thu Jun 15 19:25:43 GMT 2023,156D4FCE,5,7500,1000,3609,4215,3999.6,40,0,40,12572476
Thu Jun 15 19:25:48 GMT 2023,166D6153,5,7500,1000,3696,4241,4092.6,40,0,40,12567624
Thu Jun 15 19:25:53 GMT 2023,D3F97D99,5,7500,1000,3794,4304,4125.2,40,0,40,12571904
Thu Jun 15 19:25:58 GMT 2023,FEDA98C8,5,7500,1000,3648,4220,4023.2,40,0,40,12569320
Thu Jun 15 19:26:04 GMT 2023,917428A0,5,7500,1000,3728,4176,4035.8,40,0,40,12568396
Thu Jun 15 19:26:09 GMT 2023,43C1209E,5,7500,1000,3572,4121,3979.4,40,0,40,12569200
Thu Jun 15 19:26:14 GMT 2023,664F916D,5,7500,1000,3625,4189,4038.8,40,0,40,12573444
Thu Jun 15 19:26:19 GMT 2023,48D54B17,5,7500,1000,3829,4263,4077.8,40,0,40,12574184
Thu Jun 15 19:27:02 GMT 2023,2C37DAE5,5,5000,20000,40430,41911,41570.8,40,0,40,8410100
Thu Jun 15 19:27:44 GMT 2023,36EB588B,5,5000,20000,40632,41966,41667.4,40,0,40,8410580
Thu Jun 15 19:28:26 GMT 2023,4778E71B,5,5000,20000,40623,42049,41701.8,40,0,40,8409736
Thu Jun 15 19:29:09 GMT 2023,CF181DCB,5,5000,20000,40641,42022,41684.2,40,0,40,8410260
Thu Jun 15 19:29:52 GMT 2023,5AA212C3,5,5000,20000,40620,41889,41629.2,40,0,40,8411304
Thu Jun 15 19:30:35 GMT 2023,7DB39880,5,5000,20000,40649,42128,41741.8,40,0,40,8411928
Thu Jun 15 19:31:18 GMT 2023,4E8C4F61,5,5000,20000,40652,41981,41692.4,40,0,40,8409508
Thu Jun 15 19:32:00 GMT 2023,BECAAD66,5,5000,20000,40669,42067,41723.8,40,0,40,8411572
Thu Jun 15 19:32:43 GMT 2023,82448FE1,5,5000,20000,40587,42107,41740.0,40,0,40,8410728
Thu Jun 15 19:33:26 GMT 2023,2D2297C9,5,5000,20000,40631,41960,41669.2,40,0,40,8411684
Thu Jun 15 19:34:08 GMT 2023,EB89F0AC,5,5000,20000,40624,41960,41663.0,40,0,40,8412552
Thu Jun 15 19:34:50 GMT 2023,FB90759B,5,5000,20000,40600,42003,41689.0,40,0,40,8410736
Thu Jun 15 19:35:32 GMT 2023,D6034FD9,5,5000,20000,40629,41953,41650.6,40,0,40,8411532
Thu Jun 15 19:36:15 GMT 2023,E6395DF0,5,5000,20000,40512,42064,41670.8,40,0,40,8410620
Thu Jun 15 19:36:58 GMT 2023,8860C426,5,5000,20000,40657,42108,41756.4,40,0,40,8410184
Thu Jun 15 19:37:31 GMT 2023,C6947A30,5,5000,15000,30515,31957,31637.0,40,0,40,8410992
Thu Jun 15 19:38:03 GMT 2023,FC470DCB,5,5000,15000,30641,32105,31686.0,40,0,40,8412080
Thu Jun 15 19:38:36 GMT 2023,D50B25A7,5,5000,15000,30507,32020,31671.4,40,0,40,8412524
Thu Jun 15 19:39:09 GMT 2023,56E52951,5,5000,15000,30464,31906,31536.6,40,0,40,8408572
Thu Jun 15 19:39:41 GMT 2023,DA5F8D51,5,5000,15000,30564,31996,31635.2,40,0,40,8412320
Thu Jun 15 19:40:13 GMT 2023,FC3743C6,5,5000,15000,30469,31880,31573.6,40,0,40,8409044
Thu Jun 15 19:40:46 GMT 2023,FCA62393,5,5000,15000,30597,32040,31657.0,40,0,40,8410844
Thu Jun 15 19:41:19 GMT 2023,633CED15,5,5000,15000,30564,32034,31639.4,40,0,40,8410948
Thu Jun 15 19:41:52 GMT 2023,B0F60E47,5,5000,15000,30514,31958,31634.2,40,0,40,8406792
Thu Jun 15 19:42:24 GMT 2023,E86F667B,5,5000,15000,30426,31891,31570.0,40,0,40,8411696
Thu Jun 15 19:42:56 GMT 2023,1FF8A87A,5,5000,15000,30642,31995,31672.0,40,0,40,8410892
Thu Jun 15 19:43:28 GMT 2023,57AF6A1B,5,5000,15000,30607,32075,31715.0,40,0,40,8410992
Thu Jun 15 19:44:01 GMT 2023,73A97087,5,5000,15000,30686,32046,31704.2,40,0,40,8410488
Thu Jun 15 19:44:34 GMT 2023,014FEFD3,5,5000,15000,30632,32081,31705.4,40,0,40,8409424
Thu Jun 15 19:45:07 GMT 2023,1C81A56D,5,5000,15000,30642,32022,31699.4,40,0,40,8410968
Thu Jun 15 19:45:31 GMT 2023,041EAAFC,5,5000,10000,20630,22071,21694.2,40,0,40,8411744
Thu Jun 15 19:45:54 GMT 2023,3634B45C,5,5000,10000,20711,22138,21718.6,40,0,40,8407124
Thu Jun 15 19:46:17 GMT 2023,17DAFFD3,5,5000,10000,20672,21956,21656.8,40,0,40,8410476
Thu Jun 15 19:46:39 GMT 2023,737EB499,5,5000,10000,20486,21995,21664.0,40,0,40,8409332
Thu Jun 15 19:47:01 GMT 2023,61FAFED3,5,5000,10000,20568,21934,21610.6,40,0,40,8410300
Thu Jun 15 19:47:23 GMT 2023,5E0F7646,5,5000,10000,20661,21962,21659.4,40,0,40,8411300
Thu Jun 15 19:47:45 GMT 2023,82B5B8EB,5,5000,10000,20588,22030,21712.2,40,0,40,8408744
Thu Jun 15 19:48:08 GMT 2023,9F5FF6F2,5,5000,10000,20641,21982,21654.8,40,0,40,8410808
Thu Jun 15 19:48:30 GMT 2023,C2733A66,5,5000,10000,20678,21952,21656.2,40,0,40,8409248
Thu Jun 15 19:48:53 GMT 2023,C00F0702,5,5000,10000,20482,22015,21646.8,40,0,40,8408460
Thu Jun 15 19:49:16 GMT 2023,50769C43,5,5000,10000,20628,22028,21703.2,40,0,40,8413084
Thu Jun 15 19:49:39 GMT 2023,CD74E924,5,5000,10000,20492,22074,21674.2,40,0,40,8409904
Thu Jun 15 19:50:02 GMT 2023,F2C61029,5,5000,10000,20645,21957,21650.6,40,0,40,8408452
Thu Jun 15 19:50:24 GMT 2023,CDF18BD0,5,5000,10000,20581,22084,21725.4,40,0,40,8409868
Thu Jun 15 19:50:47 GMT 2023,97E62FAD,5,5000,10000,20577,21935,21628.8,40,0,40,8411724
Thu Jun 15 19:50:59 GMT 2023,6FD406AD,5,5000,5000,10507,11929,11606.4,40,0,40,8411460
Thu Jun 15 19:51:11 GMT 2023,7AE5FCA2,5,5000,5000,10650,12007,11692.6,40,0,40,8410184
Thu Jun 15 19:51:24 GMT 2023,3DD83095,5,5000,5000,10633,12006,11709.0,40,0,40,8409792
Thu Jun 15 19:51:36 GMT 2023,1D991EAF,5,5000,5000,10511,11998,11660.8,40,0,40,8410360
Thu Jun 15 19:51:48 GMT 2023,BA78960E,5,5000,5000,10699,11969,11669.8,40,0,40,8407100
Thu Jun 15 19:52:00 GMT 2023,74A605DC,5,5000,5000,10621,12001,11677.0,40,0,40,8411524
Thu Jun 15 19:52:13 GMT 2023,4D37462B,5,5000,5000,10634,12092,11777.2,40,0,40,8411068
Thu Jun 15 19:52:26 GMT 2023,42333FBF,5,5000,5000,10446,12016,11636.0,40,0,40,8410708
Thu Jun 15 19:52:39 GMT 2023,E6642C91,5,5000,5000,10446,11902,11590.0,40,0,40,8411248
Thu Jun 15 19:52:51 GMT 2023,EE1194A1,5,5000,5000,10625,12014,11688.0,40,0,40,8410468
Thu Jun 15 19:53:04 GMT 2023,1F280E56,5,5000,5000,10466,12050,11658.8,40,0,40,8410368
Thu Jun 15 19:53:17 GMT 2023,104A5ECC,5,5000,5000,10638,11922,11641.4,40,0,40,8407420
Thu Jun 15 19:53:29 GMT 2023,93464AB3,5,5000,5000,10628,11934,11654.4,40,0,40,8410804
Thu Jun 15 19:53:41 GMT 2023,9FAC7130,5,5000,5000,10573,11930,11626.2,40,0,40,8410176
Thu Jun 15 19:53:53 GMT 2023,2CB709BA,5,5000,5000,10557,11864,11590.8,40,0,40,8406656
Thu Jun 15 19:53:57 GMT 2023,7961348E,5,5000,1000,3725,4061,3945.4,40,0,40,8411692
Thu Jun 15 19:54:02 GMT 2023,A0C25E9D,5,5000,1000,3517,4111,3900.0,40,0,40,8412144
Thu Jun 15 19:54:07 GMT 2023,FAA0B0C4,5,5000,1000,3442,3950,3809.2,40,0,40,8413056
Thu Jun 15 19:54:11 GMT 2023,D545F15A,5,5000,1000,3633,4002,3879.8,40,0,40,8411052
Thu Jun 15 19:54:17 GMT 2023,A5336A4F,5,5000,1000,3581,4120,3943.8,40,0,40,8409632
Thu Jun 15 19:54:22 GMT 2023,BB912B82,5,5000,1000,3460,3994,3864.8,40,0,40,8410844
Thu Jun 15 19:54:26 GMT 2023,58171DDF,5,5000,1000,3612,3913,3826.8,40,0,40,8410984
Thu Jun 15 19:54:30 GMT 2023,A32FB3E4,5,5000,1000,3649,4064,3911.0,40,0,40,8410612
Thu Jun 15 19:54:35 GMT 2023,36D35F32,5,5000,1000,3484,4019,3875.2,40,0,40,8409548
Thu Jun 15 19:54:39 GMT 2023,97251108,5,5000,1000,3629,4029,3899.6,40,0,40,8410668
Thu Jun 15 19:54:44 GMT 2023,F0DBAB29,5,5000,1000,3536,4140,3936.8,40,0,40,8412860
Thu Jun 15 19:54:49 GMT 2023,70FA52E7,5,5000,1000,3584,3861,3774.6,40,0,40,8409708
Thu Jun 15 19:54:54 GMT 2023,412CD665,5,5000,1000,3586,4054,3871.4,40,0,40,8408356
Thu Jun 15 19:54:59 GMT 2023,18DCA19A,5,5000,1000,3600,3904,3810.8,40,0,40,8409320
Thu Jun 15 19:55:03 GMT 2023,99E8247E,5,5000,1000,3593,3923,3815.0,40,0,40,8407928
Thu Jun 15 19:55:45 GMT 2023,B0C668B8,5,2500,20000,40394,41789,41469.0,40,0,40,4251440
Thu Jun 15 19:56:27 GMT 2023,41E2B762,5,2500,20000,40435,41739,41455.2,40,0,40,4249500
Thu Jun 15 19:57:09 GMT 2023,41473683,5,2500,20000,40441,41777,41438.4,40,0,40,4250676
Thu Jun 15 19:57:51 GMT 2023,0E255247,5,2500,20000,40381,41783,41475.8,40,0,40,4249352
Thu Jun 15 19:58:33 GMT 2023,5A866ECC,5,2500,20000,40412,41672,41390.0,40,0,40,4249248
Thu Jun 15 19:59:15 GMT 2023,C9AB02C7,5,2500,20000,40437,41736,41455.0,40,0,40,4251616
Thu Jun 15 19:59:57 GMT 2023,8CAB1C90,5,2500,20000,40396,41802,41460.4,40,0,40,4250744
Thu Jun 15 20:00:39 GMT 2023,79A3909E,5,2500,20000,40441,41650,41390.4,40,0,40,4250616
Thu Jun 15 20:01:21 GMT 2023,59482D33,5,2500,20000,40423,41736,41432.2,40,0,40,4252828
Thu Jun 15 20:02:03 GMT 2023,EB37C1BF,5,2500,20000,40460,41732,41460.2,40,0,40,4249408
Thu Jun 15 20:02:45 GMT 2023,9442AFE5,5,2500,20000,40359,41699,41422.4,40,0,40,4250136
Thu Jun 15 20:03:27 GMT 2023,7A7892C4,5,2500,20000,40433,41593,41327.0,40,0,40,4249736
Thu Jun 15 20:04:09 GMT 2023,F56F261C,5,2500,20000,40382,41714,41415.6,40,0,40,4251004
Thu Jun 15 20:04:51 GMT 2023,98F4A601,5,2500,20000,40419,41795,41475.2,40,0,40,4250720
Thu Jun 15 20:05:33 GMT 2023,8A30CCFF,5,2500,20000,40478,41705,41426.8,40,0,40,4250456
Thu Jun 15 20:06:05 GMT 2023,916A14BC,5,2500,15000,30392,31674,31404.4,40,0,40,4251432
Thu Jun 15 20:06:37 GMT 2023,D41C86CF,5,2500,15000,30416,31665,31367.8,40,0,40,4250680
Thu Jun 15 20:07:09 GMT 2023,2C5D9CDD,5,2500,15000,30443,31760,31456.6,40,0,40,4249052
Thu Jun 15 20:07:42 GMT 2023,669055D7,5,2500,15000,30416,31754,31463.0,40,0,40,4249572
Thu Jun 15 20:08:14 GMT 2023,96016BF1,5,2500,15000,30425,31717,31448.6,40,0,40,4251496
Thu Jun 15 20:08:46 GMT 2023,81DE59C0,5,2500,15000,30438,31787,31505.8,40,0,40,4250932
Thu Jun 15 20:09:18 GMT 2023,5F65149C,5,2500,15000,30389,31717,31438.2,40,0,40,4252636
Thu Jun 15 20:09:50 GMT 2023,E4D65943,5,2500,15000,30440,31712,31429.4,40,0,40,4249656
Thu Jun 15 20:10:22 GMT 2023,6C7AA33B,5,2500,15000,30410,31724,31439.6,40,0,40,4251804
Thu Jun 15 20:10:54 GMT 2023,DBA87058,5,2500,15000,30431,31754,31480.8,40,0,40,4249296
Thu Jun 15 20:11:26 GMT 2023,22B56629,5,2500,15000,30462,31791,31494.4,40,0,40,4252104
Thu Jun 15 20:11:58 GMT 2023,661EB56F,5,2500,15000,30418,31735,31453.2,40,0,40,4250860
Thu Jun 15 20:12:30 GMT 2023,E4BC426C,5,2500,15000,30387,31733,31429.0,40,0,40,4251684
Thu Jun 15 20:13:02 GMT 2023,EC3472C9,5,2500,15000,30464,31777,31498.0,40,0,40,4250680
Thu Jun 15 20:13:34 GMT 2023,34BE9498,5,2500,15000,30457,31760,31458.2,40,0,40,4249716
Thu Jun 15 20:13:56 GMT 2023,228EDD5F,5,2500,10000,20398,21730,21433.0,40,0,40,4250488
Thu Jun 15 20:14:18 GMT 2023,538BD899,5,2500,10000,20379,21769,21476.4,40,0,40,4250812
Thu Jun 15 20:14:40 GMT 2023,9DF39C3C,5,2500,10000,20403,21658,21398.4,40,0,40,4249088
Thu Jun 15 20:15:02 GMT 2023,ADE03E05,5,2500,10000,20430,21756,21427.8,40,0,40,4250176
Thu Jun 15 20:15:24 GMT 2023,5F770354,5,2500,10000,20444,21749,21461.2,40,0,40,4248400
Thu Jun 15 20:15:46 GMT 2023,1F1F5041,5,2500,10000,20374,21744,21451.2,40,0,40,4251180
Thu Jun 15 20:16:08 GMT 2023,4D7C6D49,5,2500,10000,20425,21729,21448.0,40,0,40,4252688
Thu Jun 15 20:16:30 GMT 2023,4B8F9943,5,2500,10000,20452,21720,21367.2,40,0,40,4249968
Thu Jun 15 20:16:53 GMT 2023,8EC40F8E,5,2500,10000,20376,21723,21446.8,40,0,40,4248588
Thu Jun 15 20:17:15 GMT 2023,F172A4DA,5,2500,10000,20453,21677,21414.6,40,0,40,4251032
Thu Jun 15 20:17:37 GMT 2023,82A87456,5,2500,10000,20399,21637,21375.6,40,0,40,4249516
Thu Jun 15 20:17:59 GMT 2023,401A6D66,5,2500,10000,20460,21727,21450.8,40,0,40,4249648
Thu Jun 15 20:18:21 GMT 2023,A88D9FCC,5,2500,10000,20422,21766,21420.8,40,0,40,4251316
Thu Jun 15 20:18:43 GMT 2023,918D0A95,5,2500,10000,20397,21688,21399.6,40,0,40,4250520
Thu Jun 15 20:19:05 GMT 2023,A15095ED,5,2500,10000,20409,21685,21401.2,40,0,40,4251980
Thu Jun 15 20:19:17 GMT 2023,E16DB042,5,2500,5000,10454,11684,11430.2,40,0,40,4252316
Thu Jun 15 20:19:29 GMT 2023,683391D3,5,2500,5000,10447,11706,11440.8,40,0,40,4249616
Thu Jun 15 20:19:41 GMT 2023,DA5E82FC,5,2500,5000,10373,11661,11378.4,40,0,40,4249060
Thu Jun 15 20:19:53 GMT 2023,2C5A7EA1,5,2500,5000,10407,11764,11470.0,40,0,40,4251776
Thu Jun 15 20:20:05 GMT 2023,D5ACB653,5,2500,5000,10431,11701,11429.2,40,0,40,4250184
Thu Jun 15 20:20:17 GMT 2023,224414D7,5,2500,5000,10401,11686,11404.4,40,0,40,4249232
