Date,StudyUID,Number participants,Number bins,Mailbox check interval,Fastest processing time,Slowest processing time,Mean processing time,Number messages received,Total size messages received,Number messages sent,Total size messages sent
Fri Jun 23 17:54:21 GMT 2023,65B14955,20,2500,20000,46377,51650,49687.3,760,0,760,81094464
Fri Jun 23 17:55:04 GMT 2023,F065BA92,20,2500,15000,36416,42331,39987.05,760,0,760,81117032
Fri Jun 23 17:55:47 GMT 2023,13AB44CB,20,2500,15000,36239,41979,39768.05,760,0,760,81131156
Fri Jun 23 17:56:28 GMT 2023,C125DAFE,20,2500,15000,36205,41300,39524.95,760,0,760,81121412
Fri Jun 23 17:57:12 GMT 2023,FBDD5349,20,2500,15000,36368,43034,40160.6,760,0,760,81077000
Fri Jun 23 17:57:55 GMT 2023,099A8077,20,2500,15000,36229,41741,39759.5,760,0,760,81109660
Fri Jun 23 17:58:38 GMT 2023,B5BEF956,20,2500,15000,36214,42488,39804.35,760,0,760,81112064
Fri Jun 23 17:59:21 GMT 2023,B137C763,20,2500,15000,36288,41709,39829.35,760,0,760,81071340
Fri Jun 23 18:00:02 GMT 2023,A0F1765D,20,2500,15000,36318,41264,39678.15,760,0,760,81109428
Fri Jun 23 18:00:45 GMT 2023,496AE8DF,20,2500,15000,36415,42289,39865.2,760,0,760,81092624
Fri Jun 23 18:01:29 GMT 2023,329E42B3,20,2500,15000,36237,42574,40044.15,760,0,760,81098648
Fri Jun 23 18:02:11 GMT 2023,52BE4471,20,2500,15000,36258,41424,39741.2,760,0,760,81140316
Fri Jun 23 18:02:54 GMT 2023,C9EF57D6,20,2500,15000,36428,42836,40257.0,760,0,760,81095660
Fri Jun 23 18:03:37 GMT 2023,8E900B6C,20,2500,15000,36228,41833,39935.6,760,0,760,81110088
Fri Jun 23 18:04:19 GMT 2023,7FAAB7D4,20,2500,15000,36498,41593,39607.35,760,0,760,81131016
Fri Jun 23 18:05:02 GMT 2023,E7963709,20,2500,15000,36233,42440,39815.7,760,0,760,81099668
Fri Jun 23 18:05:35 GMT 2023,A86F2BC4,20,2500,10000,26132,33003,30497.8,760,0,760,81100904
Fri Jun 23 18:06:07 GMT 2023,070FF315,20,2500,10000,26210,31755,29915.5,760,0,760,81100912
Fri Jun 23 18:06:40 GMT 2023,65DD595C,20,2500,10000,26302,32548,29972.4,760,0,760,81136260
Fri Jun 23 18:07:13 GMT 2023,3BDC953A,20,2500,10000,26282,31893,29645.75,760,0,760,81139060
Fri Jun 23 18:07:44 GMT 2023,5E1FEE61,20,2500,10000,26251,31135,29608.25,760,0,760,81117652
Fri Jun 23 18:08:17 GMT 2023,0A580D24,20,2500,10000,26229,32030,30099.55,760,0,760,81138256
Fri Jun 23 18:08:51 GMT 2023,63363AA1,20,2500,10000,26258,32347,30060.85,760,0,760,81106852
Fri Jun 23 18:09:24 GMT 2023,A3A4CA46,20,2500,10000,26234,32350,30130.05,760,0,760,81131316
Fri Jun 23 18:09:57 GMT 2023,7917F878,20,2500,10000,26231,32068,29820.85,760,0,760,81142384
Fri Jun 23 18:10:30 GMT 2023,3BC52056,20,2500,10000,26473,32024,29989.85,760,0,760,81151092
Fri Jun 23 18:11:03 GMT 2023,B008793C,20,2500,10000,26389,31806,29836.75,760,0,760,81099568
Fri Jun 23 18:11:35 GMT 2023,B6572FCB,20,2500,10000,26522,32122,29943.4,760,0,760,81149240
Fri Jun 23 18:12:08 GMT 2023,70D5FDE9,20,2500,10000,26295,32103,29695.55,760,0,760,81132764
Fri Jun 23 18:12:42 GMT 2023,433CA370,20,2500,10000,26474,32703,30157.1,760,0,760,81097344
Fri Jun 23 18:13:15 GMT 2023,33038127,20,2500,10000,26307,32089,30345.15,760,0,760,81105232
Fri Jun 23 18:13:38 GMT 2023,05F69078,20,2500,5000,17925,22187,20315.85,760,0,760,81110948
Fri Jun 23 18:14:01 GMT 2023,90DA99D2,20,2500,5000,17885,22106,20012.15,760,0,760,81112212
Fri Jun 23 18:14:24 GMT 2023,3850510B,20,2500,5000,18028,21996,20086.65,760,0,760,81111300
Fri Jun 23 18:14:48 GMT 2023,3D7374EF,20,2500,5000,18754,23582,20451.7,760,0,760,81091020
Fri Jun 23 18:15:11 GMT 2023,0D8F3CDF,20,2500,5000,17848,22628,20485.8,760,0,760,81098816
Fri Jun 23 18:15:33 GMT 2023,3BB8CFBD,20,2500,5000,18495,21713,20174.8,760,0,760,81107560
Fri Jun 23 18:15:56 GMT 2023,375D92F1,20,2500,5000,18087,21840,20078.0,760,0,760,81110232
Fri Jun 23 18:16:18 GMT 2023,C499F9D0,20,2500,5000,18360,22087,19982.45,760,0,760,81102180
Fri Jun 23 18:16:44 GMT 2023,176C1DBB,20,2500,5000,19010,24461,21698.45,760,0,760,81131244
Fri Jun 23 18:17:06 GMT 2023,D06ECE78,20,2500,5000,17500,22045,20106.55,760,0,760,81119244
Fri Jun 23 18:17:31 GMT 2023,529F93D0,20,2500,5000,18581,23809,21510.1,760,0,760,81127028
Fri Jun 23 18:17:55 GMT 2023,06C5AF1B,20,2500,5000,17899,23230,20824.15,760,0,760,81102000
Fri Jun 23 18:18:18 GMT 2023,A125BFD7,20,2500,5000,18694,22324,20851.45,760,0,760,81149360
Fri Jun 23 18:18:40 GMT 2023,6CD10756,20,2500,5000,17942,21355,19779.9,760,0,760,81075312
Fri Jun 23 18:19:05 GMT 2023,3ED5D8C4,20,2500,5000,18310,24187,20134.1,760,0,760,81107384
Fri Jun 23 18:19:26 GMT 2023,49D78A23,20,2500,1000,16551,19193,17878.5,760,0,760,81109944
Fri Jun 23 18:19:47 GMT 2023,15C124F5,20,2500,1000,16608,20689,18963.6,760,0,760,81119104
Fri Jun 23 18:20:09 GMT 2023,8B935F9C,20,2500,1000,17048,21627,18893.4,760,0,760,81107524
Fri Jun 23 18:20:30 GMT 2023,4BFB5DF9,20,2500,1000,16723,20554,18631.25,760,0,760,81129904
Fri Jun 23 18:20:52 GMT 2023,503FE6EC,20,2500,1000,16358,20281,18447.05,760,0,760,81125504
Fri Jun 23 18:21:14 GMT 2023,82A8A03F,20,2500,1000,18015,21331,19577.05,760,0,760,81092968
Fri Jun 23 18:21:35 GMT 2023,75A2DAAE,20,2500,1000,17477,20700,19093.25,760,0,760,81100880
Fri Jun 23 18:21:56 GMT 2023,3416A25A,20,2500,1000,16414,20178,17987.7,760,0,760,81088744
Fri Jun 23 18:22:17 GMT 2023,CBF15330,20,2500,1000,17307,20184,18459.95,760,0,760,81081596
Fri Jun 23 18:22:39 GMT 2023,10A7CD29,20,2500,1000,17773,20916,19285.45,760,0,760,81102832
Fri Jun 23 18:23:01 GMT 2023,F354F033,20,2500,1000,17701,22105,19517.7,760,0,760,81088536
Fri Jun 23 18:23:22 GMT 2023,7F6659B9,20,2500,1000,17422,20048,18433.35,760,0,760,81126352
Fri Jun 23 18:23:46 GMT 2023,E85CAC1C,20,2500,1000,17141,22151,19271.8,760,0,760,81107692
Fri Jun 23 18:24:08 GMT 2023,E1F5E041,20,2500,1000,17518,21566,19693.55,760,0,760,81085728
Fri Jun 23 18:24:30 GMT 2023,DF0D51CC,20,2500,1000,17823,21487,19224.5,760,0,760,81087728
Fri Jun 23 18:25:21 GMT 2023,E845ECB9,20,1000,20000,45985,50095,48376.3,760,0,760,33494992
Fri Jun 23 18:26:12 GMT 2023,4FD1BA04,20,1000,20000,45656,49974,48405.85,760,0,760,33495696
Fri Jun 23 18:27:02 GMT 2023,D6E5C3C2,20,1000,20000,45555,49673,48375.45,760,0,760,33479012
Fri Jun 23 18:27:52 GMT 2023,E4406E73,20,1000,20000,45861,50033,48391.4,760,0,760,33483120
Fri Jun 23 18:28:43 GMT 2023,8A85A639,20,1000,20000,45537,49492,48188.55,760,0,760,33478008
Fri Jun 23 18:29:33 GMT 2023,C2B59995,20,1000,20000,45562,49908,48405.45,760,0,760,33489856
Fri Jun 23 18:30:23 GMT 2023,E6F5F4B8,20,1000,20000,45645,49843,48469.65,760,0,760,33478008
Fri Jun 23 18:31:13 GMT 2023,5ADDB078,20,1000,20000,45558,49798,48127.95,760,0,760,33476912
Fri Jun 23 18:32:03 GMT 2023,67DE8204,20,1000,20000,45567,49783,48293.75,760,0,760,33487788
Fri Jun 23 18:32:53 GMT 2023,B1540854,20,1000,20000,45645,49514,48158.7,760,0,760,33460176
Fri Jun 23 18:33:44 GMT 2023,ADF871A9,20,1000,20000,45532,50121,48288.7,760,0,760,33497944
Fri Jun 23 18:34:34 GMT 2023,CA069935,20,1000,20000,45674,49628,48527.55,760,0,760,33479988
Fri Jun 23 18:35:24 GMT 2023,B5F41F1A,20,1000,20000,45664,49476,48360.5,760,0,760,33471268
Fri Jun 23 18:36:15 GMT 2023,691E3C3D,20,1000,20000,45674,49663,48302.35,760,0,760,33458988
Fri Jun 23 18:37:05 GMT 2023,BF4FDB0D,20,1000,20000,45650,49726,48362.6,760,0,760,33498636
Fri Jun 23 18:37:45 GMT 2023,DF17E9A3,20,1000,15000,35650,40192,38412.25,760,0,760,33485032
Fri Jun 23 18:38:26 GMT 2023,2C45DDF4,20,1000,15000,35569,39928,38416.95,760,0,760,33494396
Fri Jun 23 18:39:06 GMT 2023,B239B0C1,20,1000,15000,35554,39575,38406.9,760,0,760,33478584
Fri Jun 23 18:39:46 GMT 2023,F9B169FA,20,1000,15000,35538,40059,38304.0,760,0,760,33477584
Fri Jun 23 18:40:27 GMT 2023,740C5BDC,20,1000,15000,35667,40043,38411.25,760,0,760,33485244
Fri Jun 23 18:41:09 GMT 2023,1ABDE884,20,1000,15000,35945,40293,38484.6,760,0,760,33481028
Fri Jun 23 18:41:50 GMT 2023,23683D70,20,1000,15000,35671,40398,38565.3,760,0,760,33487136
Fri Jun 23 18:42:31 GMT 2023,FD9F7025,20,1000,15000,35571,39963,38397.15,760,0,760,33474228
Fri Jun 23 18:43:11 GMT 2023,325FD55D,20,1000,15000,35664,40276,38507.2,760,0,760,33493728
Fri Jun 23 18:43:52 GMT 2023,371A26C6,20,1000,15000,35756,40424,38804.7,760,0,760,33471204
Fri Jun 23 18:44:34 GMT 2023,7A22371E,20,1000,15000,35652,40810,38881.5,760,0,760,33484460
Fri Jun 23 18:45:14 GMT 2023,83C66265,20,1000,15000,35759,39673,38346.1,760,0,760,33488100
Fri Jun 23 18:45:54 GMT 2023,1A1AE483,20,1000,15000,35832,40023,38312.65,760,0,760,33486808
Fri Jun 23 18:46:35 GMT 2023,C1DF6B2C,20,1000,15000,35647,39694,38404.75,760,0,760,33494884
Fri Jun 23 18:47:15 GMT 2023,5564549F,20,1000,15000,35528,39567,38232.2,760,0,760,33486232
Fri Jun 23 18:47:44 GMT 2023,63AA2763,20,1000,10000,25710,29327,28163.45,760,0,760,33490836
Fri Jun 23 18:48:15 GMT 2023,DC2FB7C5,20,1000,10000,25641,29696,28381.55,760,0,760,33492348
Fri Jun 23 18:48:45 GMT 2023,0E4C1F8B,20,1000,10000,25538,30054,28325.05,760,0,760,33481660
Fri Jun 23 18:49:16 GMT 2023,EAB1C1F3,20,1000,10000,25730,30080,28646.55,760,0,760,33502872
Fri Jun 23 18:49:47 GMT 2023,0C246943,20,1000,10000,25664,29707,28343.25,760,0,760,33476968
Fri Jun 23 18:50:17 GMT 2023,AD530685,20,1000,10000,25641,29779,28331.5,760,0,760,33488540
Fri Jun 23 18:50:48 GMT 2023,3ACB0808,20,1000,10000,25733,30277,28596.2,760,0,760,33478260
Fri Jun 23 18:51:19 GMT 2023,0C5EE046,20,1000,10000,25740,30234,28370.35,760,0,760,33471220
Fri Jun 23 18:51:50 GMT 2023,FDB3E9D7,20,1000,10000,25532,29850,28296.25,760,0,760,33499100
Fri Jun 23 18:52:20 GMT 2023,BBB1F05A,20,1000,10000,25665,29764,28352.0,760,0,760,33487712
Fri Jun 23 18:52:50 GMT 2023,BD0E6B40,20,1000,10000,25638,29663,28501.55,760,0,760,33498072
Fri Jun 23 18:53:19 GMT 2023,EDE43429,20,1000,10000,25745,29493,28313.2,760,0,760,33486080
Fri Jun 23 18:53:50 GMT 2023,F7F05FB2,20,1000,10000,25753,29927,28511.05,760,0,760,33467028
Fri Jun 23 18:54:20 GMT 2023,2C1BEEC9,20,1000,10000,25752,30069,28294.15,760,0,760,33467800
Fri Jun 23 18:54:51 GMT 2023,DA1B4400,20,1000,10000,25650,29569,28519.35,760,0,760,33475568
Fri Jun 23 18:55:11 GMT 2023,BE395BDD,20,1000,5000,15650,19957,18413.1,760,0,760,33500404
Fri Jun 23 18:55:32 GMT 2023,E14E1143,20,1000,5000,17253,20434,18708.2,760,0,760,33487748
Fri Jun 23 18:55:52 GMT 2023,E0622B88,20,1000,5000,15144,20078,18398.55,760,0,760,33479676
Fri Jun 23 18:56:13 GMT 2023,0F8350BD,20,1000,5000,15527,19649,18220.0,760,0,760,33473392
Fri Jun 23 18:56:34 GMT 2023,AFEA706D,20,1000,5000,15640,20223,18424.85,760,0,760,33494812
Fri Jun 23 18:56:54 GMT 2023,76CD5E31,20,1000,5000,15245,19691,18310.15,760,0,760,33480676
Fri Jun 23 18:57:15 GMT 2023,0975B0AC,20,1000,5000,16906,20196,18544.9,760,0,760,33481996
Fri Jun 23 18:57:36 GMT 2023,FFE0B97A,20,1000,5000,15555,20195,18271.6,760,0,760,33496820
Fri Jun 23 18:57:57 GMT 2023,03EDA801,20,1000,5000,15738,19990,18245.15,760,0,760,33483320
Fri Jun 23 18:58:17 GMT 2023,807FF7D8,20,1000,5000,15134,19842,18251.05,760,0,760,33490008
Fri Jun 23 18:58:37 GMT 2023,2525A0ED,20,1000,5000,15716,19829,18145.3,760,0,760,33484220
Fri Jun 23 18:58:57 GMT 2023,3F062B6D,20,1000,5000,15850,20199,18365.65,760,0,760,33462420
Fri Jun 23 18:59:17 GMT 2023,9477F943,20,1000,5000,15132,19275,18223.1,760,0,760,33486580
Fri Jun 23 18:59:39 GMT 2023,9D051FAF,20,1000,5000,15545,20350,18371.15,760,0,760,33487364
Fri Jun 23 18:59:59 GMT 2023,020DEA1C,20,1000,5000,15238,19887,18383.85,760,0,760,33483808
Fri Jun 23 19:00:18 GMT 2023,16E77541,20,1000,1000,14914,18901,16714.35,760,0,760,33479136
Fri Jun 23 19:00:34 GMT 2023,C3C073A9,20,1000,1000,14229,16088,15165.6,760,0,760,33486232
Fri Jun 23 19:00:53 GMT 2023,BA839CC7,20,1000,1000,14866,17261,15810.85,760,0,760,33500844
Fri Jun 23 19:01:10 GMT 2023,C0DD9B6E,20,1000,1000,14356,16619,15524.35,760,0,760,33484064
Fri Jun 23 19:01:28 GMT 2023,13168620,20,1000,1000,14025,17141,15625.35,760,0,760,33486972
Fri Jun 23 19:01:46 GMT 2023,180E7411,20,1000,1000,14513,17221,15672.8,760,0,760,33478396
Fri Jun 23 19:02:04 GMT 2023,143FAFF4,20,1000,1000,14993,16948,15783.25,760,0,760,33470636
Fri Jun 23 19:02:21 GMT 2023,A2249F93,20,1000,1000,13960,16871,15431.85,760,0,760,33479972
Fri Jun 23 19:02:38 GMT 2023,42BB9BAB,20,1000,1000,14440,17482,16009.1,760,0,760,33470352
Fri Jun 23 19:02:55 GMT 2023,A4DFD18B,20,1000,1000,13827,16359,15162.5,760,0,760,33475616
Fri Jun 23 19:03:14 GMT 2023,425D55F2,20,1000,1000,14695,17752,16248.6,760,0,760,33493128
Fri Jun 23 19:03:32 GMT 2023,541562BB,20,1000,1000,15056,18102,16313.3,760,0,760,33461648
Fri Jun 23 19:03:50 GMT 2023,6CB0272B,20,1000,1000,13178,16998,15464.25,760,0,760,33485836
Fri Jun 23 19:04:08 GMT 2023,C6DCF63B,20,1000,1000,13955,17313,15480.75,760,0,760,33467152
Fri Jun 23 19:04:25 GMT 2023,2E6C7FBC,20,1000,1000,14232,17163,15619.8,760,0,760,33500548
Fri Jun 23 19:05:22 GMT 2023,83C66BB5,15,10000,20000,46337,54759,51701.0,420,0,420,176370044
Fri Jun 23 19:06:17 GMT 2023,7E991423,15,10000,20000,46417,54664,51833.333333333336,420,0,420,176396444
Fri Jun 23 19:07:12 GMT 2023,E892E63C,15,10000,20000,46384,54282,51246.933333333334,420,0,420,176379116
Fri Jun 23 19:08:08 GMT 2023,5AA08514,15,10000,20000,46394,54753,51688.73333333333,420,0,420,176379060
Fri Jun 23 19:09:04 GMT 2023,C4098283,15,10000,20000,46302,54081,51356.8,420,0,420,176367944
Fri Jun 23 19:10:00 GMT 2023,7765A125,15,10000,20000,46540,54585,52103.8,420,0,420,176401132
Fri Jun 23 19:10:56 GMT 2023,17D9A628,15,10000,20000,46392,55321,52051.4,420,0,420,176391924
Fri Jun 23 19:11:53 GMT 2023,D97F8CB0,15,10000,20000,46329,55577,52314.066666666666,420,0,420,176399336
Fri Jun 23 19:12:50 GMT 2023,C050BD2D,15,10000,20000,46442,55711,52118.4,420,0,420,176385976
Fri Jun 23 19:13:46 GMT 2023,170B889C,15,10000,20000,46472,54859,51453.066666666666,420,0,420,176402236
Fri Jun 23 19:14:41 GMT 2023,7124B046,15,10000,20000,46384,54796,51666.53333333333,420,0,420,176379832
Fri Jun 23 19:15:38 GMT 2023,8D64B544,15,10000,20000,46358,55685,52262.13333333333,420,0,420,176375696
Fri Jun 23 19:16:33 GMT 2023,892FFDBD,15,10000,20000,46541,54152,51204.4,420,0,420,176361984
Fri Jun 23 19:17:30 GMT 2023,A40EAC6C,15,10000,20000,46284,55580,52001.066666666666,420,0,420,176370780
Fri Jun 23 19:18:26 GMT 2023,164118D8,15,10000,20000,46327,54475,51119.0,420,0,420,176377888
Fri Jun 23 19:19:12 GMT 2023,654BDAEF,15,10000,15000,36376,44729,41652.53333333333,420,0,420,176347500
Fri Jun 23 19:19:58 GMT 2023,9D5E137B,15,10000,15000,36343,45549,42096.46666666667,420,0,420,176389788
Fri Jun 23 19:20:44 GMT 2023,54B1FF4C,15,10000,15000,36485,44179,41227.666666666664,420,0,420,176355912
Fri Jun 23 19:21:28 GMT 2023,6E6899AE,15,10000,15000,36417,43420,41123.6,420,0,420,176377832
Fri Jun 23 19:22:14 GMT 2023,650D8443,15,10000,15000,36447,45387,41974.066666666666,420,0,420,176391024
Fri Jun 23 19:23:01 GMT 2023,50EC2B30,15,10000,15000,36525,45150,41645.4,420,0,420,176422972
Fri Jun 23 19:23:47 GMT 2023,B1B16E6B,15,10000,15000,36488,44746,41806.0,420,0,420,176336716
Fri Jun 23 19:24:32 GMT 2023,F0A1929C,15,10000,15000,36406,44462,41907.86666666667,420,0,420,176377972
Fri Jun 23 19:25:17 GMT 2023,CC0D3C97,15,10000,15000,36662,43194,41166.933333333334,420,0,420,176370136
Fri Jun 23 19:26:02 GMT 2023,45A91149,15,10000,15000,36617,43399,41274.46666666667,420,0,420,176354868
Fri Jun 23 19:26:48 GMT 2023,914D1707,15,10000,15000,36331,44795,41631.86666666667,420,0,420,176353748
Fri Jun 23 19:27:34 GMT 2023,BF037BCA,15,10000,15000,36440,44748,41370.53333333333,420,0,420,176375220
Fri Jun 23 19:28:20 GMT 2023,35F4203E,15,10000,15000,36358,45088,41776.066666666666,420,0,420,176395820
Fri Jun 23 19:29:05 GMT 2023,F4D26C47,15,10000,15000,36429,44026,41227.4,420,0,420,176384304
Fri Jun 23 19:29:51 GMT 2023,F6581BC2,15,10000,15000,36526,44844,41869.53333333333,420,0,420,176378460
Fri Jun 23 19:30:25 GMT 2023,CBE18312,15,10000,10000,26515,33763,31654.666666666668,420,0,420,176374532
Fri Jun 23 19:31:00 GMT 2023,932845C5,15,10000,10000,26398,33607,31229.133333333335,420,0,420,176370844
Fri Jun 23 19:31:35 GMT 2023,995E5D54,15,10000,10000,26440,34355,31917.733333333334,420,0,420,176371412
Fri Jun 23 19:32:11 GMT 2023,6BC92F74,15,10000,10000,26392,35143,32033.666666666668,420,0,420,176351816
Fri Jun 23 19:32:47 GMT 2023,6152FF75,15,10000,10000,26170,34854,31359.666666666668,420,0,420,176390804
Fri Jun 23 19:33:22 GMT 2023,427EB904,15,10000,10000,26400,33653,31174.733333333334,420,0,420,176379140
Fri Jun 23 19:33:58 GMT 2023,8C964390,15,10000,10000,26336,34446,31377.4,420,0,420,176384308
Fri Jun 23 19:34:33 GMT 2023,B0DB5E30,15,10000,10000,26516,34007,31409.466666666667,420,0,420,176419448
Fri Jun 23 19:35:08 GMT 2023,F84E972B,15,10000,10000,26044,34252,31396.666666666668,420,0,420,176391136
Fri Jun 23 19:35:43 GMT 2023,19C5FA5D,15,10000,10000,26604,33812,30925.6,420,0,420,176384240
Fri Jun 23 19:36:17 GMT 2023,146CBB2A,15,10000,10000,25760,33658,31157.066666666666,420,0,420,176386416
Fri Jun 23 19:36:53 GMT 2023,86ED9072,15,10000,10000,26327,34696,31684.133333333335,420,0,420,176372232
Fri Jun 23 19:37:27 GMT 2023,0D592F3C,15,10000,10000,26352,33794,31188.066666666666,420,0,420,176385008
Fri Jun 23 19:38:04 GMT 2023,08ADC832,15,10000,10000,26412,35351,32228.266666666666,420,0,420,176372692
Fri Jun 23 19:38:40 GMT 2023,D668DA72,15,10000,10000,26000,34861,31607.333333333332,420,0,420,176348928
Fri Jun 23 19:39:11 GMT 2023,93153BF2,15,10000,5000,23884,30172,27110.266666666666,420,0,420,176383376
Fri Jun 23 19:39:42 GMT 2023,C069345D,15,10000,5000,24377,29584,27310.933333333334,420,0,420,176322816
Fri Jun 23 19:40:10 GMT 2023,72B61838,15,10000,5000,21300,27387,24976.6,420,0,420,176395240
Fri Jun 23 19:40:41 GMT 2023,49A62496,15,10000,5000,23546,29402,26997.6,420,0,420,176380556
Fri Jun 23 19:41:08 GMT 2023,3A06EDDC,15,10000,5000,21896,26223,24011.0,420,0,420,176375688
Fri Jun 23 19:41:42 GMT 2023,085252CD,15,10000,5000,24935,32931,28979.733333333334,420,0,420,176358816
Fri Jun 23 19:42:13 GMT 2023,5C39C4B2,15,10000,5000,22110,30008,26800.0,420,0,420,176341048
Fri Jun 23 19:42:43 GMT 2023,F358E9B7,15,10000,5000,23808,29713,26479.266666666666,420,0,420,176397576
Fri Jun 23 19:43:14 GMT 2023,1A0106F5,15,10000,5000,21813,30175,26428.466666666667,420,0,420,176385644
Fri Jun 23 19:43:45 GMT 2023,06C36A33,15,10000,5000,23568,29541,26717.866666666665,420,0,420,176384036
Fri Jun 23 19:44:16 GMT 2023,6B45FDBD,15,10000,5000,23971,29450,26597.4,420,0,420,176380524
Fri Jun 23 19:44:45 GMT 2023,57BE69F0,15,10000,5000,21858,28073,24513.4,420,0,420,176384872
Fri Jun 23 19:45:13 GMT 2023,B712CA84,15,10000,5000,21125,25705,23732.133333333335,420,0,420,176373208
Fri Jun 23 19:45:45 GMT 2023,95114FE6,15,10000,5000,25374,31289,28139.466666666667,420,0,420,176383488
Fri Jun 23 19:46:14 GMT 2023,E6D1C459,15,10000,5000,21359,27860,23969.2,420,0,420,176383516
Fri Jun 23 19:46:40 GMT 2023,FB282536,15,10000,1000,20163,24580,22334.333333333332,420,0,420,176358616
Fri Jun 23 19:47:07 GMT 2023,FB6C2994,15,10000,1000,20903,26651,24097.0,420,0,420,176382728
Fri Jun 23 19:47:34 GMT 2023,6EC7F4F2,15,10000,1000,20809,25681,23663.933333333334,420,0,420,176371500
Fri Jun 23 19:47:59 GMT 2023,3F133E1A,15,10000,1000,20730,24377,22391.266666666666,420,0,420,176338784
Fri Jun 23 19:48:25 GMT 2023,DB116C35,15,10000,1000,20418,24593,22512.466666666667,420,0,420,176392480
Fri Jun 23 19:48:51 GMT 2023,78D565B3,15,10000,1000,20134,24487,22615.866666666665,420,0,420,176380608
Fri Jun 23 19:49:18 GMT 2023,ABED1549,15,10000,1000,20492,25316,22736.466666666667,420,0,420,176374368
Fri Jun 23 19:49:43 GMT 2023,22EBA607,15,10000,1000,20701,23795,22262.6,420,0,420,176400316
Fri Jun 23 19:50:12 GMT 2023,A0F99BDC,15,10000,1000,20444,27878,23792.6,420,0,420,176383180
Fri Jun 23 19:50:38 GMT 2023,645A0F64,15,10000,1000,21283,25550,23159.8,420,0,420,176357392
Fri Jun 23 19:51:04 GMT 2023,A84AFC2F,15,10000,1000,20456,24407,22406.866666666665,420,0,420,176356068
Fri Jun 23 19:51:30 GMT 2023,E309B429,15,10000,1000,21619,25034,23190.6,420,0,420,176375512
Fri Jun 23 19:51:56 GMT 2023,D74BB1F1,15,10000,1000,20406,25086,22442.066666666666,420,0,420,176389456
Fri Jun 23 19:52:23 GMT 2023,2F1D499A,15,10000,1000,21865,25457,23782.4,420,0,420,176361356
Fri Jun 23 19:52:51 GMT 2023,36B76E01,15,10000,1000,21754,26883,23738.533333333333,420,0,420,176378296
Fri Jun 23 19:53:45 GMT 2023,A24371C7,15,7500,20000,46099,53002,50667.666666666664,420,0,420,132514612
Fri Jun 23 19:54:39 GMT 2023,FF58AC81,15,7500,20000,46041,53575,50706.0,420,0,420,132507432
Fri Jun 23 19:55:34 GMT 2023,B9993630,15,7500,20000,46065,54152,50852.73333333333,420,0,420,132510052
Fri Jun 23 19:56:29 GMT 2023,39A60D1D,15,7500,20000,46032,53399,51069.6,420,0,420,132517244
Fri Jun 23 19:57:23 GMT 2023,18A8150F,15,7500,20000,46185,53270,50620.0,420,0,420,132499828
Fri Jun 23 19:58:17 GMT 2023,59A81850,15,7500,20000,46092,53166,50887.13333333333,420,0,420,132534656
Fri Jun 23 19:59:11 GMT 2023,B5A27EE4,15,7500,20000,46146,53801,50795.2,420,0,420,132510128
Fri Jun 23 20:00:05 GMT 2023,9E696DD0,15,7500,20000,46226,53602,50630.86666666667,420,0,420,132520828
Fri Jun 23 20:01:00 GMT 2023,EB631032,15,7500,20000,46118,53802,50876.86666666667,420,0,420,132530792
Fri Jun 23 20:01:54 GMT 2023,CCD77F5F,15,7500,20000,46090,53382,50800.6,420,0,420,132504976
Fri Jun 23 20:02:47 GMT 2023,AB6EB456,15,7500,20000,46053,52758,50804.73333333333,420,0,420,132509364
Fri Jun 23 20:03:42 GMT 2023,80AFF0B5,15,7500,20000,46007,53962,50518.6,420,0,420,132509512
Fri Jun 23 20:04:36 GMT 2023,4119DA38,15,7500,20000,46013,52882,50606.4,420,0,420,132499016
Fri Jun 23 20:05:30 GMT 2023,4D970FF4,15,7500,20000,46069,53707,51161.2,420,0,420,132520516
Fri Jun 23 20:06:25 GMT 2023,AFDFA9EE,15,7500,20000,46017,53736,51025.73333333333,420,0,420,132521340
Fri Jun 23 20:07:08 GMT 2023,9DF4E1DE,15,7500,15000,36247,42858,40476.933333333334,420,0,420,132497564
Fri Jun 23 20:07:53 GMT 2023,35038096,15,7500,15000,35993,43557,41039.8,420,0,420,132527240
Fri Jun 23 20:08:38 GMT 2023,B65FC464,15,7500,15000,36140,43820,41108.53333333333,420,0,420,132515256
Fri Jun 23 20:09:23 GMT 2023,673CAD48,15,7500,15000,36020,44114,41218.066666666666,420,0,420,132500536
Fri Jun 23 20:10:07 GMT 2023,BF1137B8,15,7500,15000,36102,44062,41144.933333333334,420,0,420,132523256
Fri Jun 23 20:10:51 GMT 2023,6564CEB4,15,7500,15000,36024,43401,40558.2,420,0,420,132482164
Fri Jun 23 20:11:36 GMT 2023,4415F5D0,15,7500,15000,36174,44161,41239.6,420,0,420,132528688
Fri Jun 23 20:12:21 GMT 2023,7C96D30E,15,7500,15000,36118,43894,40860.13333333333,420,0,420,132530264
Fri Jun 23 20:13:06 GMT 2023,7A673D0A,15,7500,15000,36206,43665,40522.86666666667,420,0,420,132483296
Fri Jun 23 20:13:50 GMT 2023,A5D785A9,15,7500,15000,36024,43627,40675.933333333334,420,0,420,132495780
Fri Jun 23 20:14:35 GMT 2023,74DEF585,15,7500,15000,36010,43242,41054.0,420,0,420,132528860
Fri Jun 23 20:15:18 GMT 2023,1045B3AC,15,7500,15000,35996,42419,40528.13333333333,420,0,420,132486724
