Date,StudyUID,Number participants,Number bins,Mailbox check interval,Fastest processing time,Slowest processing time,Mean processing time,Number messages received,Total size messages received,Number messages sent,Total size messages sent
Fri Jun 23 15:18:29 GMT 2023,630822B7,20,10000,15000,38079,51815,47138.8,760,0,760,319376208
Fri Jun 23 15:19:20 GMT 2023,122F82E2,20,10000,15000,38152,50464,45616.8,760,0,760,319389060
Fri Jun 23 15:20:11 GMT 2023,852FD45F,20,10000,15000,38127,49175,45044.2,760,0,760,319293196
Fri Jun 23 15:21:02 GMT 2023,D1024F73,20,10000,15000,37801,50020,45476.5,760,0,760,319293416
Fri Jun 23 15:21:53 GMT 2023,8948AC23,20,10000,15000,38114,49445,45113.05,760,0,760,319344484
Fri Jun 23 15:22:46 GMT 2023,68244B96,20,10000,15000,38400,51929,47026.9,760,0,760,319286344
Fri Jun 23 15:23:37 GMT 2023,B9C86169,20,10000,15000,38035,49453,44860.9,760,0,760,319354292
Fri Jun 23 15:24:28 GMT 2023,D39837E0,20,10000,15000,38244,50735,45797.5,760,0,760,319342628
Fri Jun 23 15:25:22 GMT 2023,D11AB20B,20,10000,15000,38178,52009,47042.0,760,0,760,319337368
Fri Jun 23 15:26:14 GMT 2023,315C9CDA,20,10000,15000,38290,51904,46887.7,760,0,760,319374288
Fri Jun 23 15:27:07 GMT 2023,D087D4AD,20,10000,15000,38289,51736,47049.85,760,0,760,319344720
Fri Jun 23 15:27:58 GMT 2023,16DB9216,20,10000,15000,38201,50247,45602.65,760,0,760,319365876
Fri Jun 23 15:28:44 GMT 2023,49A3CF2E,20,10000,10000,33031,44360,39973.5,760,0,760,319316484
Fri Jun 23 15:29:30 GMT 2023,4C0CA0AE,20,10000,10000,36042,44946,40770.6,760,0,760,319340156
Fri Jun 23 15:30:15 GMT 2023,D5037FD8,20,10000,10000,33492,43597,39564.6,760,0,760,319382560
Fri Jun 23 15:30:56 GMT 2023,FEB848DB,20,10000,10000,30938,39787,35709.25,760,0,760,319398388
Fri Jun 23 15:31:39 GMT 2023,44BFD120,20,10000,10000,31799,41771,37483.25,760,0,760,319372856
Fri Jun 23 15:32:24 GMT 2023,113F24B5,20,10000,10000,34672,44433,40020.5,760,0,760,319339836
Fri Jun 23 15:33:08 GMT 2023,969AF4EB,20,10000,10000,32208,42401,37193.1,760,0,760,319320404
Fri Jun 23 15:33:52 GMT 2023,BCC74F18,20,10000,10000,32861,42114,37501.0,760,0,760,319338972
Fri Jun 23 15:34:37 GMT 2023,862D2883,20,10000,10000,33892,43678,39480.3,760,0,760,319318184
Fri Jun 23 15:35:22 GMT 2023,7FACFEA2,20,10000,10000,35382,44408,39502.8,760,0,760,319338604
Fri Jun 23 15:36:05 GMT 2023,C18EFEBA,20,10000,10000,34076,42037,37997.8,760,0,760,319305024
Fri Jun 23 15:36:48 GMT 2023,C3E39084,20,10000,10000,33540,41604,37733.4,760,0,760,319289608
Fri Jun 23 15:37:32 GMT 2023,59C0B86F,20,10000,10000,33225,43247,39025.3,760,0,760,319307792
Fri Jun 23 15:38:16 GMT 2023,E74AF532,20,10000,10000,34296,42494,38934.2,760,0,760,319288284
Fri Jun 23 15:38:57 GMT 2023,F341BFA6,20,10000,10000,31105,40098,36655.7,760,0,760,319355812
Fri Jun 23 15:39:36 GMT 2023,7AA57353,20,10000,5000,29617,36917,33599.0,760,0,760,319264816
Fri Jun 23 15:40:19 GMT 2023,99A56AFB,20,10000,5000,32757,41593,37065.3,760,0,760,319346052
Fri Jun 23 15:41:01 GMT 2023,0592AE28,20,10000,5000,35084,41595,38482.55,760,0,760,319246388
Fri Jun 23 15:41:44 GMT 2023,5814867F,20,10000,5000,33381,41873,37665.55,760,0,760,319310656
Fri Jun 23 15:42:26 GMT 2023,2C729FFE,20,10000,5000,32223,39976,36398.6,760,0,760,319340016
Fri Jun 23 15:43:08 GMT 2023,4D8F95FC,20,10000,5000,33228,41146,37465.4,760,0,760,319274572
Fri Jun 23 15:43:50 GMT 2023,7C0AD96D,20,10000,5000,31864,40788,37036.05,760,0,760,319306412
Fri Jun 23 15:44:28 GMT 2023,A38675E0,20,10000,5000,29083,37329,33172.65,760,0,760,319311260
Fri Jun 23 15:45:10 GMT 2023,AE96BB18,20,10000,5000,33477,40383,36803.55,760,0,760,319346256
Fri Jun 23 15:45:51 GMT 2023,EA926E44,20,10000,5000,31137,39338,35070.95,760,0,760,319300672
Fri Jun 23 15:46:30 GMT 2023,41538CA0,20,10000,5000,30984,38285,35650.45,760,0,760,319342664
Fri Jun 23 15:47:12 GMT 2023,9435B7A8,20,10000,5000,31697,41105,36453.35,760,0,760,319375220
Fri Jun 23 15:47:53 GMT 2023,BE76A150,20,10000,5000,32745,38979,36038.0,760,0,760,319289284
Fri Jun 23 15:48:32 GMT 2023,E8321583,20,10000,5000,31353,38266,34788.75,760,0,760,319338772
Fri Jun 23 15:49:14 GMT 2023,83CA6831,20,10000,5000,33733,40691,37314.7,760,0,760,319321880
Fri Jun 23 15:49:51 GMT 2023,19269636,20,10000,1000,28990,35956,32340.2,760,0,760,319333612
Fri Jun 23 15:50:29 GMT 2023,6F4C0F5E,20,10000,1000,28415,36588,32544.4,760,0,760,319310056
Fri Jun 23 15:51:06 GMT 2023,81F2689E,20,10000,1000,27763,35228,31515.6,760,0,760,319336520
Fri Jun 23 15:51:44 GMT 2023,771E189F,20,10000,1000,30339,36922,33653.5,760,0,760,319305368
Fri Jun 23 15:52:21 GMT 2023,89AE2724,20,10000,1000,29370,35454,32583.65,760,0,760,319332212
Fri Jun 23 15:52:57 GMT 2023,16932093,20,10000,1000,27102,34742,31439.9,760,0,760,319347436
Fri Jun 23 15:53:35 GMT 2023,05CDBFBB,20,10000,1000,28561,36825,32153.9,760,0,760,319381112
Fri Jun 23 15:54:09 GMT 2023,CA6FCAC6,20,10000,1000,27363,33644,30960.45,760,0,760,319382200
Fri Jun 23 15:54:46 GMT 2023,398CD0C7,20,10000,1000,28186,35806,32078.45,760,0,760,319297660
Fri Jun 23 15:55:25 GMT 2023,B3886229,20,10000,1000,29261,37349,33379.05,760,0,760,319334060
Fri Jun 23 15:56:04 GMT 2023,1C5B3AF7,20,10000,1000,27994,38080,33257.45,760,0,760,319319620
Fri Jun 23 15:56:42 GMT 2023,C0C1292E,20,10000,1000,28262,36672,32654.75,760,0,760,319321228
Fri Jun 23 15:57:21 GMT 2023,DB3A88A8,20,10000,1000,29213,37991,33045.5,760,0,760,319329832
Fri Jun 23 15:58:00 GMT 2023,FC2046BD,20,10000,1000,28980,38501,33210.45,760,0,760,319316236
Fri Jun 23 15:58:38 GMT 2023,0DB5D443,20,10000,1000,28490,35807,32184.0,760,0,760,319363340
Fri Jun 23 15:59:36 GMT 2023,85551009,20,7500,20000,47562,57684,54106.25,760,0,760,239973480
Fri Jun 23 16:00:35 GMT 2023,2B31BEA3,20,7500,20000,47615,57454,53528.2,760,0,760,239959396
Fri Jun 23 16:01:35 GMT 2023,D5F43777,20,7500,20000,47565,58524,54277.7,760,0,760,239951864
Fri Jun 23 16:02:35 GMT 2023,80978988,20,7500,20000,47580,59256,55112.7,760,0,760,239951756
Fri Jun 23 16:03:34 GMT 2023,0BFF20DC,20,7500,20000,47743,58138,53805.55,760,0,760,239897900
Fri Jun 23 16:04:34 GMT 2023,D055AD99,20,7500,20000,47641,58824,54771.7,760,0,760,239945592
Fri Jun 23 16:05:33 GMT 2023,8ECE13EB,20,7500,20000,47464,58102,54488.8,760,0,760,240001308
Fri Jun 23 16:06:33 GMT 2023,D30ECE82,20,7500,20000,47452,58800,54557.05,760,0,760,239936920
Fri Jun 23 16:07:32 GMT 2023,21F390CF,20,7500,20000,47428,57993,54035.7,760,0,760,239911376
Fri Jun 23 16:08:31 GMT 2023,64C4061C,20,7500,20000,47593,57953,54281.3,760,0,760,239954636
Fri Jun 23 16:09:29 GMT 2023,C9E2AD0B,20,7500,20000,47484,57919,54244.65,760,0,760,239984268
Fri Jun 23 16:10:28 GMT 2023,DD1ED4B9,20,7500,20000,47401,58071,54423.15,760,0,760,239903732
Fri Jun 23 16:11:28 GMT 2023,25FBD76C,20,7500,20000,47359,58617,54620.75,760,0,760,239947580
Fri Jun 23 16:12:27 GMT 2023,D0634B91,20,7500,20000,47407,57945,54211.3,760,0,760,239948012
Fri Jun 23 16:13:26 GMT 2023,EC63DE81,20,7500,20000,47399,58237,54595.4,760,0,760,239957848
Fri Jun 23 16:14:15 GMT 2023,555E199D,20,7500,15000,37472,47425,44025.25,760,0,760,239937208
Fri Jun 23 16:15:05 GMT 2023,D05B9CF9,20,7500,15000,37404,48605,44344.05,760,0,760,239899560
Fri Jun 23 16:15:54 GMT 2023,5720E0B3,20,7500,15000,37453,48029,44421.5,760,0,760,239984700
Fri Jun 23 16:16:43 GMT 2023,1BD7E607,20,7500,15000,37582,48848,44612.9,760,0,760,239940296
Fri Jun 23 16:17:32 GMT 2023,DC569988,20,7500,15000,37521,47636,44147.5,760,0,760,239911348
Fri Jun 23 16:18:21 GMT 2023,11338870,20,7500,15000,37698,47533,43973.0,760,0,760,239872724
Fri Jun 23 16:19:12 GMT 2023,84B0BC1E,20,7500,15000,37501,49735,45295.05,760,0,760,239908216
Fri Jun 23 16:20:02 GMT 2023,B3F3FD96,20,7500,15000,37544,48521,44696.55,760,0,760,239945516
Fri Jun 23 16:20:52 GMT 2023,FBC337A1,20,7500,15000,37455,48442,44373.8,760,0,760,239915408
Fri Jun 23 16:21:41 GMT 2023,82268F27,20,7500,15000,37605,48194,44358.6,760,0,760,239971632
Fri Jun 23 16:22:29 GMT 2023,CA4E9712,20,7500,15000,37488,47654,44056.55,760,0,760,239927788
Fri Jun 23 16:23:18 GMT 2023,DD83A95A,20,7500,15000,37554,47845,44208.4,760,0,760,239926680
Fri Jun 23 16:24:07 GMT 2023,763FCA86,20,7500,15000,37415,47873,44125.95,760,0,760,239945508
Fri Jun 23 16:24:57 GMT 2023,CDA4C8E9,20,7500,15000,37458,48881,44725.85,760,0,760,239941376
Fri Jun 23 16:25:45 GMT 2023,8871AE86,20,7500,15000,37425,47571,43862.3,760,0,760,239891608
Fri Jun 23 16:26:25 GMT 2023,5AE95530,20,7500,10000,30531,38988,35891.45,760,0,760,239906456
Fri Jun 23 16:27:05 GMT 2023,13AB9018,20,7500,10000,29933,38600,35031.15,760,0,760,240025340
Fri Jun 23 16:27:44 GMT 2023,8F6678A3,20,7500,10000,30457,38467,35016.85,760,0,760,239929288
Fri Jun 23 16:28:24 GMT 2023,BCC7BB10,20,7500,10000,30085,39083,35125.1,760,0,760,239965680
Fri Jun 23 16:29:03 GMT 2023,1719F78E,20,7500,10000,29625,38183,34836.95,760,0,760,239942740
Fri Jun 23 16:29:42 GMT 2023,F03007BB,20,7500,10000,29633,38029,34684.7,760,0,760,239911280
Fri Jun 23 16:30:21 GMT 2023,8F1D8AF3,20,7500,10000,29641,37864,34232.45,760,0,760,239974340
Fri Jun 23 16:31:00 GMT 2023,99EB7B97,20,7500,10000,29423,38044,34139.35,760,0,760,239929432
Fri Jun 23 16:31:38 GMT 2023,1CD8EA9D,20,7500,10000,29817,37860,34373.6,760,0,760,239905436
Fri Jun 23 16:32:18 GMT 2023,56C170C3,20,7500,10000,30067,38894,35199.2,760,0,760,239943860
Fri Jun 23 16:32:57 GMT 2023,63F67F16,20,7500,10000,29430,38388,34721.5,760,0,760,239950204
Fri Jun 23 16:33:36 GMT 2023,EFD637EE,20,7500,10000,30010,37930,35071.9,760,0,760,239982596
Fri Jun 23 16:34:15 GMT 2023,9213AB8C,20,7500,10000,29738,38452,35053.75,760,0,760,239885196
Fri Jun 23 16:34:55 GMT 2023,0C39E8B2,20,7500,10000,30489,39333,35521.3,760,0,760,239917164
Fri Jun 23 16:35:35 GMT 2023,6468458B,20,7500,10000,29989,38192,34436.0,760,0,760,239919732
Fri Jun 23 16:36:08 GMT 2023,4993DD7D,20,7500,5000,24750,32199,29039.4,760,0,760,239912860
Fri Jun 23 16:36:47 GMT 2023,24FAB001,20,7500,5000,30657,36815,34178.8,760,0,760,239884180
Fri Jun 23 16:37:21 GMT 2023,6CF049A8,20,7500,5000,28515,33554,31063.6,760,0,760,239888396
Fri Jun 23 16:37:59 GMT 2023,BE0CA301,20,7500,5000,30195,37220,33961.5,760,0,760,239931080
Fri Jun 23 16:38:37 GMT 2023,17550C49,20,7500,5000,28443,35901,31869.35,760,0,760,239917048
Fri Jun 23 16:39:12 GMT 2023,57FAD17F,20,7500,5000,27296,34401,31515.65,760,0,760,239905836
Fri Jun 23 16:39:51 GMT 2023,9BB25452,20,7500,5000,28748,38100,34180.2,760,0,760,239902128
Fri Jun 23 16:40:26 GMT 2023,9DE502CF,20,7500,5000,27417,34901,31578.1,760,0,760,239919496
Fri Jun 23 16:41:05 GMT 2023,AFA37314,20,7500,5000,31127,37959,34238.9,760,0,760,239940376
Fri Jun 23 16:41:42 GMT 2023,CDCE4FCB,20,7500,5000,28002,36156,32582.05,760,0,760,239939720
Fri Jun 23 16:42:18 GMT 2023,6E45E89B,20,7500,5000,28781,35198,31693.1,760,0,760,239915748
Fri Jun 23 16:42:57 GMT 2023,CE8B5CAD,20,7500,5000,28186,37298,33778.7,760,0,760,239951320
Fri Jun 23 16:43:35 GMT 2023,6672334F,20,7500,5000,30203,37704,33860.95,760,0,760,239922396
Fri Jun 23 16:44:13 GMT 2023,DA7D8C72,20,7500,5000,28210,37127,34382.25,760,0,760,239924996
Fri Jun 23 16:44:51 GMT 2023,0F1BAE46,20,7500,5000,28663,36735,32764.25,760,0,760,239928324
Fri Jun 23 16:45:25 GMT 2023,DE03ACD7,20,7500,1000,26684,32820,29388.5,760,0,760,239872504
Fri Jun 23 16:46:00 GMT 2023,B177A04A,20,7500,1000,25783,34079,29537.95,760,0,760,239888460
Fri Jun 23 16:46:31 GMT 2023,61004375,20,7500,1000,26180,30760,28365.1,760,0,760,239938412
Fri Jun 23 16:47:05 GMT 2023,E24DF816,20,7500,1000,26504,33229,29733.4,760,0,760,239937672
Fri Jun 23 16:47:42 GMT 2023,5E28FD55,20,7500,1000,26841,35778,31183.2,760,0,760,239879748
Fri Jun 23 16:48:17 GMT 2023,9035181C,20,7500,1000,26508,33909,29547.9,760,0,760,239956024
Fri Jun 23 16:48:52 GMT 2023,8BD32ABE,20,7500,1000,27087,33772,30205.1,760,0,760,239950236
Fri Jun 23 16:49:25 GMT 2023,121EF1CB,20,7500,1000,25347,32130,28373.95,760,0,760,239926260
Fri Jun 23 16:50:00 GMT 2023,2640161C,20,7500,1000,26309,33485,29458.25,760,0,760,239933780
Fri Jun 23 16:50:34 GMT 2023,F0CE7BAA,20,7500,1000,26424,32820,29598.1,760,0,760,239947416
Fri Jun 23 16:51:10 GMT 2023,BBEA79C8,20,7500,1000,26838,34396,30661.7,760,0,760,239938816
Fri Jun 23 16:51:44 GMT 2023,7077F9E3,20,7500,1000,25423,33472,29853.75,760,0,760,239928120
Fri Jun 23 16:52:17 GMT 2023,9E4C45B9,20,7500,1000,25743,31430,28268.9,760,0,760,239869356
Fri Jun 23 16:52:53 GMT 2023,A8047F6D,20,7500,1000,26316,34354,29353.3,760,0,760,239913324
Fri Jun 23 16:53:26 GMT 2023,5A567658,20,7500,1000,26749,33123,29456.85,760,0,760,239925676
Fri Jun 23 16:54:22 GMT 2023,2F697D12,20,5000,20000,46905,55257,52292.8,760,0,760,160464544
Fri Jun 23 16:55:17 GMT 2023,11D0B369,20,5000,20000,47032,54091,51485.45,760,0,760,160523772
Fri Jun 23 16:56:12 GMT 2023,3FA27A7C,20,5000,20000,46886,53796,51232.35,760,0,760,160514900
Fri Jun 23 16:57:07 GMT 2023,5B8D7A9A,20,5000,20000,46983,54388,51653.15,760,0,760,160514956
Fri Jun 23 16:58:02 GMT 2023,9B636364,20,5000,20000,46924,54155,51514.65,760,0,760,160490704
Fri Jun 23 16:58:58 GMT 2023,EFE3DC7F,20,5000,20000,47020,54625,52033.4,760,0,760,160482816
Fri Jun 23 16:59:53 GMT 2023,66A337E9,20,5000,20000,46925,54071,51685.5,760,0,760,160477512
Fri Jun 23 17:00:49 GMT 2023,96C2743B,20,5000,20000,46920,54987,51974.65,760,0,760,160503960
Fri Jun 23 17:01:44 GMT 2023,E3623A33,20,5000,20000,46966,53972,51495.6,760,0,760,160527612
Fri Jun 23 17:02:38 GMT 2023,ABC2B25C,20,5000,20000,46931,54176,51443.45,760,0,760,160543508
Fri Jun 23 17:03:34 GMT 2023,B03A94F8,20,5000,20000,47094,54452,51330.3,760,0,760,160474276
Fri Jun 23 17:04:29 GMT 2023,34D1093A,20,5000,20000,47005,54471,51452.6,760,0,760,160521016
Fri Jun 23 17:05:25 GMT 2023,05D7B42A,20,5000,20000,47066,54634,51388.4,760,0,760,160489020
Fri Jun 23 17:06:20 GMT 2023,4AE8CE48,20,5000,20000,46943,54315,51279.65,760,0,760,160511096
Fri Jun 23 17:07:16 GMT 2023,60EE0F3C,20,5000,20000,46966,54833,51843.7,760,0,760,160469792
Fri Jun 23 17:08:01 GMT 2023,00E0BD8B,20,5000,15000,36892,44160,41720.7,760,0,760,160505780
Fri Jun 23 17:08:46 GMT 2023,9C7DAF10,20,5000,15000,36995,44312,41530.05,760,0,760,160520284
Fri Jun 23 17:09:32 GMT 2023,202C2F02,20,5000,15000,36970,44392,41663.65,760,0,760,160527040
Fri Jun 23 17:10:17 GMT 2023,6C56140D,20,5000,15000,37103,44162,41368.65,760,0,760,160516632
Fri Jun 23 17:11:03 GMT 2023,C53FB5D0,20,5000,15000,37043,44559,42087.65,760,0,760,160534148
Fri Jun 23 17:11:48 GMT 2023,032D4454,20,5000,15000,36992,44305,41378.8,760,0,760,160516084
Fri Jun 23 17:12:33 GMT 2023,EB4766A9,20,5000,15000,37067,43788,41526.2,760,0,760,160553452
Fri Jun 23 17:13:18 GMT 2023,F7DF806D,20,5000,15000,36983,44508,41516.05,760,0,760,160512852
Fri Jun 23 17:14:03 GMT 2023,04FA88FD,20,5000,15000,36913,44307,41890.6,760,0,760,160513828
Fri Jun 23 17:14:49 GMT 2023,DB0BDAB4,20,5000,15000,36903,44727,41824.65,760,0,760,160533596
Fri Jun 23 17:15:34 GMT 2023,9B9EC9F8,20,5000,15000,36883,43896,41401.25,760,0,760,160430696
Fri Jun 23 17:16:19 GMT 2023,515B50B3,20,5000,15000,36888,45383,42169.15,760,0,760,160559188
Fri Jun 23 17:17:04 GMT 2023,94D6BED7,20,5000,15000,36940,44100,41541.35,760,0,760,160527820
Fri Jun 23 17:17:50 GMT 2023,BAEEE9EA,20,5000,15000,37049,44974,41494.6,760,0,760,160553168
Fri Jun 23 17:18:35 GMT 2023,D1D7AE91,20,5000,15000,36900,45038,41925.85,760,0,760,160521952
Fri Jun 23 17:19:10 GMT 2023,A9C068DF,20,5000,10000,26863,33755,31101.1,760,0,760,160491984
Fri Jun 23 17:19:46 GMT 2023,ADBF2B58,20,5000,10000,26966,34714,31563.65,760,0,760,160530868
Fri Jun 23 17:20:21 GMT 2023,40C08731,20,5000,10000,26880,34414,31477.9,760,0,760,160507328
Fri Jun 23 17:20:57 GMT 2023,04183473,20,5000,10000,25892,34828,31552.85,760,0,760,160553436
Fri Jun 23 17:21:32 GMT 2023,40B29D67,20,5000,10000,26921,35245,31911.9,760,0,760,160527936
Fri Jun 23 17:22:08 GMT 2023,C9380A16,20,5000,10000,26901,34813,31792.4,760,0,760,160476804
Fri Jun 23 17:22:43 GMT 2023,1ECC4BC4,20,5000,10000,27004,35139,32065.65,760,0,760,160536192
Fri Jun 23 17:23:19 GMT 2023,40D9202B,20,5000,10000,26985,34026,31339.55,760,0,760,160517484
Fri Jun 23 17:23:53 GMT 2023,27DFDC37,20,5000,10000,26756,34012,31284.7,760,0,760,160499312
Fri Jun 23 17:24:28 GMT 2023,85C16A00,20,5000,10000,26948,34716,31656.25,760,0,760,160522872
Fri Jun 23 17:25:03 GMT 2023,2A78D842,20,5000,10000,27135,34183,31590.45,760,0,760,160509360
Fri Jun 23 17:25:39 GMT 2023,64D6C9B9,20,5000,10000,26661,34826,31674.5,760,0,760,160545788
Fri Jun 23 17:26:14 GMT 2023,94688562,20,5000,10000,26979,34790,31842.3,760,0,760,160494756
Fri Jun 23 17:26:49 GMT 2023,F73D5807,20,5000,10000,27070,33850,31365.0,760,0,760,160510868
Fri Jun 23 17:27:24 GMT 2023,C9CE95C1,20,5000,10000,27029,34584,31802.7,760,0,760,160494320
Fri Jun 23 17:27:55 GMT 2023,1AD3A0FF,20,5000,5000,22028,30400,25747.85,760,0,760,160515488
Fri Jun 23 17:28:23 GMT 2023,789625E6,20,5000,5000,22740,27343,24485.5,760,0,760,160536096
Fri Jun 23 17:28:54 GMT 2023,AA46B40E,20,5000,5000,22730,29506,26942.75,760,0,760,160502676
Fri Jun 23 17:29:23 GMT 2023,23C86C18,20,5000,5000,22029,28155,24550.25,760,0,760,160522380
Fri Jun 23 17:29:51 GMT 2023,4B60BB3C,20,5000,5000,19162,27141,22656.85,760,0,760,160489352
Fri Jun 23 17:30:21 GMT 2023,2FF0B9A3,20,5000,5000,22783,28929,25128.35,760,0,760,160510264
Fri Jun 23 17:30:52 GMT 2023,3D830F18,20,5000,5000,21581,29896,26069.55,760,0,760,160491052
Fri Jun 23 17:31:22 GMT 2023,63870E07,20,5000,5000,23950,29801,26906.7,760,0,760,160500708
Fri Jun 23 17:31:48 GMT 2023,E9FFEC82,20,5000,5000,22610,26065,24147.5,760,0,760,160488888
Fri Jun 23 17:32:19 GMT 2023,38384CA2,20,5000,5000,21480,29041,26683.15,760,0,760,160495192
Fri Jun 23 17:32:49 GMT 2023,1DC5BEB2,20,5000,5000,22885,29009,26062.9,760,0,760,160537640
Fri Jun 23 17:33:19 GMT 2023,8959E8E4,20,5000,5000,22829,29219,26721.6,760,0,760,160500140
Fri Jun 23 17:33:47 GMT 2023,73B2790C,20,5000,5000,21163,26779,23708.2,760,0,760,160496112
Fri Jun 23 17:34:17 GMT 2023,CB5B5C37,20,5000,5000,22058,29451,24497.4,760,0,760,160503000
Fri Jun 23 17:34:46 GMT 2023,DA784538,20,5000,5000,22351,28923,25793.0,760,0,760,160535088
Fri Jun 23 17:35:11 GMT 2023,67055FAB,20,5000,1000,20559,23893,22473.2,760,0,760,160519028
Fri Jun 23 17:35:37 GMT 2023,1D9D88BE,20,5000,1000,20182,25662,22763.7,760,0,760,160500784
Fri Jun 23 17:36:03 GMT 2023,63DBF3D8,20,5000,1000,21173,25657,23583.7,760,0,760,160485952
Fri Jun 23 17:36:29 GMT 2023,2034A6CD,20,5000,1000,20410,25233,22553.15,760,0,760,160532964
Fri Jun 23 17:36:56 GMT 2023,A5053944,20,5000,1000,20060,25566,23454.0,760,0,760,160496308
Fri Jun 23 17:37:22 GMT 2023,1817C02A,20,5000,1000,21481,25182,23135.15,760,0,760,160514480
Fri Jun 23 17:37:48 GMT 2023,365C53DA,20,5000,1000,20623,24786,22602.3,760,0,760,160490064
Fri Jun 23 17:38:13 GMT 2023,C572BA4A,20,5000,1000,20063,24629,22484.7,760,0,760,160498900
Fri Jun 23 17:38:37 GMT 2023,A6343DFB,20,5000,1000,19369,23370,21648.8,760,0,760,160456216
Fri Jun 23 17:39:02 GMT 2023,F4414B15,20,5000,1000,19496,23972,22186.35,760,0,760,160484988
Fri Jun 23 17:39:28 GMT 2023,48F0ED5B,20,5000,1000,20900,25922,23335.35,760,0,760,160536288
Fri Jun 23 17:39:54 GMT 2023,1B55D8D7,20,5000,1000,20383,25079,22881.95,760,0,760,160503884
Fri Jun 23 17:40:20 GMT 2023,FB42C8A4,20,5000,1000,20741,25976,22759.0,760,0,760,160507972
Fri Jun 23 17:40:46 GMT 2023,54507A5F,20,5000,1000,20120,25616,22050.8,760,0,760,160492432
Fri Jun 23 17:41:13 GMT 2023,828C7D50,20,5000,1000,20877,25856,23129.05,760,0,760,160512260
Fri Jun 23 17:42:05 GMT 2023,079A0BD4,20,2500,20000,46307,51663,49783.7,760,0,760,81128520
Fri Jun 23 17:42:57 GMT 2023,35E2EFAE,20,2500,20000,46243,51491,49737.15,760,0,760,81097984
Fri Jun 23 17:43:50 GMT 2023,20553B74,20,2500,20000,46338,52495,49887.3,760,0,760,81128012
Fri Jun 23 17:44:42 GMT 2023,715DE2BD,20,2500,20000,46231,51784,50162.3,760,0,760,81145520
Fri Jun 23 17:45:35 GMT 2023,04F09C7B,20,2500,20000,46303,52553,49809.85,760,0,760,81119620
Fri Jun 23 17:46:27 GMT 2023,2713D8F3,20,2500,20000,46443,51385,49468.75,760,0,760,81139412
Fri Jun 23 17:47:20 GMT 2023,D27D7083,20,2500,20000,46272,51831,50009.35,760,0,760,81124224
Fri Jun 23 17:48:12 GMT 2023,C9947EDB,20,2500,20000,46241,51982,49961.2,760,0,760,81116664
Fri Jun 23 17:49:04 GMT 2023,10E28E3E,20,2500,20000,46328,51739,49702.55,760,0,760,81134164
Fri Jun 23 17:49:57 GMT 2023,15C43D40,20,2500,20000,46218,52108,50078.65,760,0,760,81102580
Fri Jun 23 17:50:50 GMT 2023,A02AD53A,20,2500,20000,46224,51910,49881.95,760,0,760,81128404
Fri Jun 23 17:51:43 GMT 2023,F164A339,20,2500,20000,46318,52809,49879.15,760,0,760,81138768
Fri Jun 23 17:52:35 GMT 2023,EAF86E87,20,2500,20000,46404,52117,50078.0,760,0,760,81133920
Fri Jun 23 17:53:29 GMT 2023,F3883470,20,2500,20000,46314,52243,49910.1,760,0,760,81104564
